Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
204,Moujuutsukai to Oujisama: Flower & Snow,PSV,2015,Visual+Novel,Idea Factory  ,Otomate  ,,,,,0.01,,0.01
205,Nil Admirari no Tenbin: Irodori Nadeshiko,NS,2018,Visual+Novel,Idea Factory  ,Idea Factory  ,,,,,0.01,,0.01
206,Sengoku Hime 7: Sen'un Tsuranuku Guren no Ishi,PSV,2018,Visual+Novel,System Soft Alpha  ,Gesen 18  ,,,,,0.01,,0.01
207,Kimi no Hitomi ni Hit Me,PSV,2018,Visual+Novel,Entergram  ,Giga  ,,,,,0.01,,0.01
208,Amaekata wa Kanojo Nari ni.,PSV,2017,Visual+Novel,Entergram  ,Giga  ,,,,,0.01,,0.01
209,Lucky Dog 1,PSV,2018,Visual+Novel,Prototype  ,Prototype  ,,,,,0.01,,0.01
210,Shiro to Kuro no Alice: Twilight Line,PSV,2018,Visual+Novel,Idea Factory  ,"Kogado Studio, Inc.  ",,,,,0.01,,0.01
211,Cafe Cuillere,PSV,2018,Visual+Novel,Takuyo  ,Takuyo  ,,,,,0.01,,0.01
212,Hyaku Monogatari: Kaidan Romance,PSP,2013,Visual+Novel,Quinrose  ,QuinRose  ,,,,,0.01,,0.01
213,Koshotengai no Hashihime Noma,PSV,2018,Visual+Novel,Dramatic Create  ,ADELTA  ,,,,,0.01,,0.01
214,Saiaku Naru Saiyaku Ningen ni Sasagu,PS4,2018,Visual+Novel,Kemco  ,Kemco  ,,,,,0.01,,0.01
215,Amatsutsumi,PSV,2018,Visual+Novel,Prototype  ,Prototype  ,,,,,0.01,,0.01
216,Dance with Devils: My Carol,PSV,2018,Visual+Novel,Rejet  ,Rejet  ,,,,,0.01,,0.01
217,Memories Off: Innocent File,PSV,2018,Visual+Novel,MAGES  ,5pb. Games  ,,,,,0.01,,0.01
218,World End Syndrome,NS,2019,Visual+Novel,Arc System Works  ,Arc System Works  ,,,,,0.01,,0.01
219,Sweet Pool,PSV,2018,Visual+Novel,Dramatic Create  ,Dramatic Create  ,,,,,0.01,,0.01
220,Island Days,3DS,2014,Visual+Novel,Stack  ,0verflow  ,,,,,0.0,,0.0
221,Daitoshokan no Hitsujikai: Library Party,NS,2018,Visual+Novel,Aria  ,August  ,,,,,0.0,,0.0
222,Cendrillon palikA,NS,2018,Visual+Novel,Idea Factory  ,Otomate  ,,,,,0.0,,0.0
223,Sanzen Sekai Yuugi: Re Multi Universe Myself,PSV,2018,Visual+Novel,Dramatic Create  ,girls dynamics  ,,,,,0.0,,0.0
224,Clannad,PS4,2018,Visual+Novel,Prototype  ,Prototype  ,,,,,0.0,,0.0
225,Hakuoki: Shinkai - Fuukaden,NS,2018,Visual+Novel,Idea Factory  ,Idea Factory  ,,,,,0.0,,0.0
226,Floral Flowlove,PSV,2018,Visual+Novel,Entergram  ,Entergram  ,,,,,0.0,,0.0
227,Natsuiro Kokoro Log,PSV,2018,Visual+Novel,Dramatic Create  ,Dramatic Create  ,,,,,0.0,,0.0
228,"Nora, Princess, and Stray Cat",PS4,2018,Visual+Novel,Harukaze  ,Harukaze  ,,,,,0.0,,0.0
229,D.S.: Dal Segno,PSV,2018,Visual+Novel,Entergram  ,Entergram  ,,,,,0.0,,0.0
230,Hello Lady! Superior Dynamis,PSV,2018,Visual+Novel,Dramatic Create  ,Dramatic Create  ,,,,,0.0,,0.0
231,Aokana: Four Rhythm Across the Blue,NS,2020,Visual+Novel,Sprite  ,Sprite  ,,,,,0.0,,0.0
232,Boku to Nurse no Kenshuu Nisshi,PS4,2018,Visual+Novel,Entergram  ,Entergram  ,,,,,0.0,,0.0
233,Kanojo Step,PSV,2018,Visual+Novel,Piacci  ,Piacci  ,,,,,0.0,,0.0
234,Seven Days: Anata to Sugosu Nanokakan,PSV,2018,Visual+Novel,Prototype  ,Prototype  ,,,,,0.0,,0.0
235,Liberation Maiden SIN,PSV,2014,Visual+Novel,5pb  ,5pb. Inc.  ,,,,,0.0,,0.0
236,"Nora, Princess, and Stray Cat",NS,2018,Visual+Novel,Harukaze  ,Harukaze  ,,,,,0.0,,0.0
237,Memories Off: Innocent File,NS,2018,Visual+Novel,5pb  ,5pb. Games  ,,,,,0.0,,0.0
238,Enkan no Memoria: Kakera Tomoshi,PSV,2018,Visual+Novel,Dramatic Create  ,A'sRing  ,,,,,0.0,,0.0
239,Disorder 6,X360,2013,Visual+Novel,5pb  ,5pb. Games  ,,,,,0.0,,0.0
240,Zero Escape: Virtue's Last Reward,PSV,2012,Visual+Novel,Aksys Games  ,ChunSoft  ,,,,0.0,,0.0,0.0
241,Chaos;Child,XOne,2014,Visual+Novel,5pb  ,5pb. Inc.  ,,,,,,,
242,Cinders,PC,2012,Visual+Novel,MoaCube  ,MoaCube  ,,,,,,,
243,Cinders,OSX,2012,Visual+Novel,MoaCube  ,MoaCube  ,,,,,,,
244,Ever17: The Out of Infinity,X360,2011,Visual+Novel,5pb  ,5pb. Games  ,,,,,,,
245,Fate/hollow ataraxia,PC,2005,Visual+Novel,Type-Moon  ,Type-Moon  ,,,,,,,
246,Hatoful Boyfriend,OSX,2014,Visual+Novel,Devolver Digital  ,Mediatonic Ltd.  ,,,,,,,
247,Hatoful Boyfriend,Linux,2014,Visual+Novel,Devolver Digital  ,Mediatonic Ltd.  ,,,,,,,
248,L no Kisetsu 2: Invisible Memories,PS2,2008,Visual+Novel,5pb  ,5pb. Games  ,,,,,,,
249,L no Kisetsu: Double Pocket,PSP,2009,Visual+Novel,5pb  ,5pb. Games  ,,,,,,,
250,Liberation Maiden SIN,PS3,2013,Visual+Novel,5pb  ,5pb. Inc.  ,,,,,,,
251,Lucian Bee's: Justice Yellow / Evil Violet,PSP,2010,Visual+Novel,5pb  ,HuneX  ,,,,,,,
252,Muv-Luv,X360,2011,Visual+Novel,5pb  ,5pb. Games  ,,,,,,,
253,Muv-Luv Alternative,X360,2011,Visual+Novel,5pb  ,5pb. Games  ,,,,,,,
254,Sakura Spirit,PC,2014,Visual+Novel,Sekai Project  ,Sekai Project  ,,,,,,,
255,Sakura Spirit,OSX,2014,Visual+Novel,Sekai Project  ,Sekai Project  ,,,,,,,
256,Sakura Spirit,Linux,2014,Visual+Novel,Sekai Project  ,Sekai Project  ,,,,,,,
257,Shan Gui,Linux,2014,Visual+Novel,Ju Cai  ,Magenta Software  ,,,,,,,
258,Shan Gui,PC,2014,Visual+Novel,Ju Cai  ,Magenta Software  ,,,,,,,
259,Shan Gui,OSX,2014,Visual+Novel,Ju Cai  ,Magenta Software  ,,,,,,,
260,じんるいのみなさまへ,NS,N/A,Visual+Novel,Unknown  ,Nippon Ichi Software  ,,,,,,,
261,Alternate Jake Hunter: Daedalus The Awakening of Golden Jazz,PS4,2019,Visual+Novel,Arc System Works  ,Neilo Inc  ,,,,,,,
262,Alternate Jake Hunter: Daedalus The Awakening of Golden Jazz,PC,2019,Visual+Novel,Arc System Works  ,Neilo Inc  ,,,,,,,
263,Alternate Jake Hunter: Daedalus The Awakening of Golden Jazz,NS,2019,Visual+Novel,Arc System Works  ,Neilo Inc  ,,,,,,,
264,Anonymous;Code,PS4,2020,Visual+Novel,5pb  ,5pb. Games  ,,,,,,,
265,Anonymous;Code,PSV,2020,Visual+Novel,5pb  ,5pb. Games  ,,,,,,,
266,Anonymous;Code,NS,2020,Visual+Novel,5pb  ,5pb. Games  ,,,,,,,
267,Aokana: Four Rhythm Across the Blue,PSV,2016,Visual+Novel,Sprite  ,Sprite  ,,,,,,,
268,Aokana: Four Rhythm Across the Blue,NS,2020,Visual+Novel,Sprite  ,Sprite  ,,,,,,,
269,Aokana: Four Rhythm Across the Blue,PC,2019,Visual+Novel,Sprite  ,Sprite  ,,,,,,,
270,Aokana: Four Rhythm Across the Blue,PS4,2020,Visual+Novel,Sprite  ,Sprite  ,,,,,,,
271,Arcade Spirits,PC,2019,Visual+Novel,PQube  ,Fiction Factory Games  ,,,,,,,
272,Arcade Spirits,PS4,2020,Visual+Novel,PQube  ,Fiction Factory Games  ,,,,,,,
273,Arcade Spirits,XOne,2020,Visual+Novel,PQube  ,Fiction Factory Games  ,,,,,,,
274,Arcade Spirits,Linux,2019,Visual+Novel,PQube  ,Fiction Factory Games  ,,,,,,,
275,Arcade Spirits,NS,2020,Visual+Novel,PQube  ,Fiction Factory Games  ,,,,,,,
276,Boku to Nurse no Kenshuu Nisshi,PC,2018,Visual+Novel,Entergram  ,Entergram  ,,,,,,,
277,Boku to Nurse no Kenshuu Nisshi,PSV,2018,Visual+Novel,Entergram  ,Entergram  ,,,,,,,
278,"Bury Me, My Love",NS,2019,Visual+Novel,Plug In Digital  ,The Pixel Hunt  ,,,,,,,
279,Chaos;Child,PC,2019,Visual+Novel,Spike Chunsoft  ,MAGES. Inc.  ,,,,,,,
280,Chuusotsu! 1st Graduation: Time After Time,PC,N/A,Visual+Novel,Unknown  ,Studio Beast  ,,,,,,,
281,Ciconia When They Cry,PC,2019,Visual+Novel,MangaGamer  ,07th Expansion  ,,,,,,,
282,Cinders,XOne,2020,Visual+Novel,Crunching Koalas  ,MoaCube  ,,,,,,,
283,Cinders,PS4,2020,Visual+Novel,Crunching Koalas  ,MoaCube  ,,,,,,,
284,Clannad,NS,2019,Visual+Novel,Prototype  ,Prototype  ,,,,,,,
285,Clock Zero: Shuuen no Ichibyou Devote,NS,2019,Visual+Novel,Idea Factory  ,Otomate  ,,,,,,,
286,Code Realize Wintertide Miracles,PS4,2019,Visual+Novel,Aksys Games  ,Aksys Games  ,,,,,,,
287,Collar x Malice,NS,2020,Visual+Novel,Aksys Games  ,Idea Factory  ,,,,,,,
288,Collar x Malice: Unlimited,NS,2020,Visual+Novel,Aksys Games  ,Idea Factory  ,,,,,,,
289,CUPID - A free to play Visual Novel,PC,2016,Visual+Novel,Afterthought Studios  ,Fervent Interactive  ,,,,,,,
290,Cupid Parasite,NS,2020,Visual+Novel,Idea Factory  ,Idea Factory  ,,,,,,,
291,D.S.: Dal Segno,PS4,2018,Visual+Novel,Entergram  ,Entergram  ,,,,,,,
292,Danganronpa Decadence,NS,N/A,Visual+Novel,Unknown  ,Spike Chunsoft  ,,,,,,,
293,Dear Magi: Magical Boy's Department,NS,2019,Visual+Novel,CaeruX  ,CaeruX  ,,,,,,,
294,Diabolik Lovers: Chaos Lineage,NS,2019,Visual+Novel,Idea Factory  ,Rejet  ,,,,,,,
295,Divine Slice of Life,PC,2015,Visual+Novel,Dharker Studio  ,NickySwan  ,,,,,,,
296,Doki Doki Literature Club,PC,2017,Visual+Novel,Team Salvato  ,Team Salvato  ,,,,,,,
297,Doki Doki Literature Club Plus!,XS,N/A,Visual+Novel,Unknown  ,Team Salvato  ,,,,,,,
298,Doki Doki Literature Club Plus!,NS,N/A,Visual+Novel,Unknown  ,Team Salvato  ,,,,,,,
299,Doki Doki Literature Club Plus!,PS4,N/A,Visual+Novel,Unknown  ,Team Salvato  ,,,,,,,
300,Doki Doki Literature Club Plus!,PS5,N/A,Visual+Novel,Unknown  ,Team Salvato  ,,,,,,,
301,Doki Doki Literature Club Plus!,PC,N/A,Visual+Novel,Unknown  ,Team Salvato  ,,,,,,,
302,Doki Doki Literature Club Plus!,XOne,N/A,Visual+Novel,Unknown  ,Team Salvato  ,,,,,,,
303,Dull Grey,PSV,N/A,Visual+Novel,Unknown  ,Provodnik Games  ,,,,,,,
304,Dull Grey,PS4,N/A,Visual+Novel,Unknown  ,Provodnik Games  ,,,,,,,
305,Dull Grey,XOne,N/A,Visual+Novel,Unknown  ,Provodnik Games  ,,,,,,,
306,Dull Grey,NS,N/A,Visual+Novel,Unknown  ,Provodnik Games  ,,,,,,,
307,Eden*,PC,2015,Visual+Novel,MangaGamer  ,minori  ,,,,,,,
308,Eve: Rebirth Terror,PS4,2019,Visual+Novel,El Dia  ,El Dia  ,,,,,,,
309,Eve: Rebirth Terror,PSV,2019,Visual+Novel,El Dia  ,El Dia  ,,,,,,,
310,fault - milestone one,NS,2019,Visual+Novel,Sekai Project  ,ALICE IN DISSONANCE  ,,,,,,,
311,fault - milestone one,PS4,N/A,Visual+Novel,Unknown  ,ALICE IN DISSONANCE  ,,,,,,,
