Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
127,CrossworDS,DS,2008,Puzzle,Nintendo  ,Nuevo Retro Games / NST  ,,,0.5,0.0,,0.04,0.55
128,Hello Kitty: Big City Dreams,DS,2008,Puzzle,Empire Interactive  ,"Human Soft, Inc.  ",,,0.42,0.07,,0.04,0.53
129,Jewel Master Egypt,DS,2009,Puzzle,Storm City Games  ,Storm City Games  ,,,0.21,0.27,,0.05,0.53
130,We Love Katamari,PS2,2005,Puzzle,Namco  ,Namco  ,8.2,,0.26,0.2,,0.07,0.52
131,Classic Word Games,DS,2009,Puzzle,Ubisoft  ,Ubisoft  ,,,0.09,0.36,,0.06,0.52
132,100 All-Time Favorites,DS,2009,Puzzle,Ubisoft  ,Ubisoft  ,,,0.35,0.12,,0.04,0.51
133,Picross DS,DS,2007,Puzzle,Nintendo  ,Jupiter Multimedia  ,8.4,,0.17,0.02,0.3,0.02,0.5
134,Picross 3D,DS,2010,Puzzle,Nintendo  ,HAL Laboratory  ,8.7,,0.28,0.03,0.16,0.03,0.5
135,The Witness,PC,2016,Puzzle,"Thekla, Inc.  ",Number None Inc.  ,,,,,,,
136,Mario & Wario,SNES,1993,Puzzle,Nintendo  ,Game Freak  ,,,,,0.49,0.0,0.49
137,Scrabble 2007 Edition,DS,2007,Puzzle,Ubisoft  ,WizarBox  ,,,,0.48,,0.0,0.48
138,Bad Rats: The Rats' Revenge,PC,2009,Puzzle,Invent4 Entertainment  ,Invent4 Entertainment  ,,,,,,,
139,Fantavision,PS2,2000,Puzzle,Sony Computer Entertainment  ,SCEI  ,8.0,,0.14,0.11,0.19,0.04,0.47
140,Super Puyo Puyo 2,SNES,1995,Puzzle,Compile  ,Complie  ,,,,,0.47,0.0,0.47
141,Classic NES Series: Pac-Man,GBA,2004,Puzzle,Nintendo  ,Nintendo  ,5.7,,0.25,0.09,0.12,0.01,0.46
142,Crayola: Treasure Adventures,DS,2007,Puzzle,Crave Entertainment  ,Crave Entertainment  ,,,0.42,0.01,,0.03,0.46
143,Boom Blox Bash Party,Wii,2009,Puzzle,Electronic Arts  ,EA Los Angeles  ,8.8,,0.33,0.09,,0.04,0.46
144,Mirror,PC,N/A,Puzzle,Unknown  ,KAGAMI WORKs  ,,,,,,,
145,Despicable Me: The Game - Minion Mayhem,DS,2010,Puzzle,D3 Publisher  ,WayForward Technologies  ,,,0.37,0.05,,0.03,0.45
146,The New York Times Crosswords,DS,2007,Puzzle,Majesco  ,BudCat Creations  ,,,0.42,0.0,,0.03,0.45
147,Pokémon Puzzle League,N64,2000,Puzzle,Nintendo  ,Nintendo Software Technology Corporation  ,,,0.36,0.08,,0.01,0.45
148,Ms. Pac-Man Maze Madness,PS,2000,Puzzle,Namco  ,Namco  ,,,0.25,0.17,,0.03,0.44
149,Super Bomberman 4,SNES,1996,Puzzle,Hudson Soft  ,Produce!  ,,,,,0.44,0.0,0.44
150,Bomberman II,NES,1992,Puzzle,Hudson Soft  ,Hudson Soft  ,,,0.16,0.03,0.15,0.1,0.44
151,Tetris Axis,3DS,2011,Puzzle,Nintendo  ,Hudson Soft  ,7.8,,0.2,0.14,0.06,0.03,0.44
152,Super Breakout,2600,2078,Puzzle,Atari  ,Atari  ,,,0.41,0.03,,0.0,0.44
153,Master of Illusion,DS,2007,Puzzle,Nintendo  ,Tenyo  ,,,0.16,0.0,0.26,0.01,0.43
154,TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive  ,Midway Studios San Diego  ,,,0.29,0.11,,0.04,0.43
155,Dr. Mario 64,N64,2001,Puzzle,Nintendo  ,Newcom  ,6.0,,0.34,0.07,,0.0,0.42
156,Dig Dug,NES,1985,Puzzle,Namco  ,Namco  ,,,,,0.41,,0.41
157,Katamari Forever,PS3,2009,Puzzle,Namco Bandai  ,Bandai Namco Games  ,7.3,,0.26,0.05,0.06,0.04,0.41
158,Mario no Super Picross,SNES,1995,Puzzle,Nintendo  ,Jupiter Multimedia  ,,7.5,,,0.41,0.0,0.41
159,Diner Dash: Sizzle & Serve,DS,2007,Puzzle,Eidos Interactive  ,GameLab / PlayFirst  ,,,0.33,0.02,,0.03,0.38
160,Scribblenauts: Unlimited,WiiU,2012,Puzzle,Warner Bros. Interactive Entertainment  ,5TH Cell  ,7.0,,0.25,0.1,,0.04,0.38
161,Cogs,PC,2009,Puzzle,Lazy 8 Studios  ,Lazy 8 Studios  ,7.5,,,,,,
162,Hangman,2600,2078,Puzzle,Atari  ,Atari  ,,,0.35,0.02,,0.0,0.38
163,Kotoba no Puzzle: Mojipittan DS,DS,2007,Puzzle,Namco Bandai  ,Bandai Namco Games  ,,,,,0.37,,0.37
164,Tetrisphere,N64,1997,Puzzle,Nintendo  ,H2O Interactive  ,,,0.29,0.06,,0.0,0.36
165,Picross 2,GB,1996,Puzzle,Nintendo  ,Jupiter Multimedia  ,,,,,0.35,0.0,0.35
166,Toki Tori,PC,2010,Puzzle,Two Tribes  ,Two Tribes  ,,,,,,,
167,Kurushi Final: Mental Blocks,PS,1999,Puzzle,Sony Computer Entertainment  ,SCEI  ,,,,,0.32,0.02,0.34
168,Angry Birds: Star Wars,3DS,2013,Puzzle,Activision  ,Exient Entertainment  ,,,0.15,0.16,,0.03,0.34
169,Super Bust-A-Move,PS2,2000,Puzzle,Acclaim Entertainment  ,Taito Corporation  ,,,0.17,0.13,,0.04,0.34
170,Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,D3 Publisher  ,1st Playable Productions  ,,,0.28,0.01,0.03,0.02,0.34
171,Bejeweled 3,DS,2011,Puzzle,PopCap Games  ,PopCap Games  ,,,0.29,0.02,,0.03,0.34
172,Pony Island,PC,N/A,Puzzle,Unknown  ,Daniel Mullins Games  ,,,,,,,
173,Bomberman World,PS,1998,Puzzle,Atlus  ,Hudson Soft  ,6.5,,0.06,0.04,0.22,0.02,0.33
174,BookWorm,DS,2009,Puzzle,PopCap Games  ,PopCap Games  ,,,0.3,0.01,,0.02,0.33
175,Planet Puzzle League,DS,2007,Puzzle,Nintendo  ,Intelligent Systems  ,8.6,,0.14,0.01,0.16,0.01,0.33
176,The Room,PC,2014,Puzzle,Fireproof Games  ,Fireproof Games  ,,,,,,,
177,Dr. Mario / Puzzle League,GBA,2005,Puzzle,Nintendo  ,Intelligent Systems  ,7.5,,0.12,0.04,0.16,0.01,0.33
178,Bust-A-Move '99,PS,1999,Puzzle,Acclaim Entertainment  ,Taito Corporation  ,7.7,,0.18,0.12,,0.02,0.32
179,Kurushi Final: Mental Blocks,PS,1999,Puzzle,Sony Computer Entertainment  ,Sony Computer Entertainment  ,,,,,0.32,,0.32
