Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
138,Pokémon Pinball: Ruby & Sapphire (Old all region sales),GBA,2003,Misc,Nintendo  ,Jupiter Corporation  ,,,0.68,0.38,0.44,0.05,1.56
139,SingStar Abba,PS2,2008,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.23,0.04,,1.09,1.36
140,Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts  ,EA Bright Light  ,6.4,,0.7,0.52,,0.13,1.36
141,SingStar Party,PS2,2004,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,,1.04,,0.31,1.35
142,Skylanders Giants,X360,2012,Misc,Activision  ,Toys for Bob  ,,,0.76,0.44,,0.12,1.32
143,Nintendo Labo: Toy-Con 01 Variety Kit,NS,2018,Misc,Nintendo  ,Nintendo EPD  ,7.7,,0.44,0.34,0.27,0.07,1.12
144,The Beatles: Rock Band,X360,2009,Misc,MTV Games  ,Harmonix Music Systems  ,8.9,,0.97,0.23,,0.11,1.31
145,SingStar '80s,PS2,2007,Misc,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.27,0.02,,1.02,1.3
146,High School Musical 3: Senior Year DANCE!,Wii,2008,Misc,Disney Interactive Studios  ,Page 44 Studios  ,,,0.67,0.49,0.0,0.13,1.29
147,Deal or No Deal,Wii,2009,Misc,Zoo Games  ,Black Lantern Studios  ,,,1.2,,,0.09,1.29
148,Yakuman,GB,1989,Misc,Nintendo  ,Intelligent Systems  ,,,,,1.28,0.0,1.28
149,Guitar Hero: Aerosmith,Wii,2008,Misc,Activision  ,Vicarious Visions  ,,,1.03,0.14,,0.1,1.27
150,WWE '13,X360,2012,Misc,THQ  ,Unknown  ,,,0.72,0.44,,0.11,1.27
151,Wheel of Fortune,PS,1998,Misc,Hasbro Interactive  ,Artech Studios  ,,,0.99,0.22,,0.04,1.26
152,LEGO The Lord of the Rings,X360,2012,Misc,Warner Bros. Interactive Entertainment  ,Unknown  ,,,0.64,0.5,,0.1,1.24
153,Guitar Hero: Aerosmith,X360,2008,Misc,Activision  ,Neversoft  ,,,1.0,0.13,,0.1,1.23
154,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,Misc,Sony Computer Entertainment  ,Various  ,,,0.69,0.47,,0.08,1.23
155,Game & Watch Gallery 2,GB,1998,Misc,Nintendo  ,Nintendo  ,,,0.76,0.3,0.12,0.04,1.22
156,Game & Watch Gallery 3,GB,1999,Misc,Nintendo  ,Nintendo  ,,,0.79,0.31,0.08,0.04,1.22
157,Fuzion Frenzy,XB,2001,Misc,Microsoft  ,Blitz Games  ,,,0.93,0.24,,0.04,1.21
158,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega  ,Sega  ,7.3,,1.05,0.91,0.04,0.24,2.24
